TRTID10,state,county,tract,cbsa10,POP70SP1,INCPC70
36059304002,NY,Nassau County,Census Tract 3040.02,35620,5124.499124,5118.316
36059304100,NY,Nassau County,Census Tract 3041,35620,3306.66906,6053.313
36059304202,NY,Nassau County,Census Tract 3042.02,35620,1828.000001,4919.19
36059304203,NY,Nassau County,Census Tract 3042.03,35620,3502.984795,4297.534
36059304204,NY,Nassau County,Census Tract 3042.04,35620,2768.015232,4297.535
36059404300,NY,Nassau County,Census Tract 4043,35620,3000.939963,5719.217
36059404400,NY,Nassau County,Census Tract 4044,35620,5982.271829,5572.678
36059404500,NY,Nassau County,Census Tract 4045,35620,5335.000036,5088.837
36059404600,NY,Nassau County,Census Tract 4046,35620,5823.156071,5571.818
36059404700,NY,Nassau County,Census Tract 4047,35620,6658.41393,5119.581
36059404800,NY,Nassau County,Census Tract 4048,35620,4979.631993,4221.813
36059404901,NY,Nassau County,Census Tract 4049.01,35620,5690.316884,5303.113
36059404902,NY,Nassau County,Census Tract 4049.02,35620,3357.683158,5303.113
36059405000,NY,Nassau County,Census Tract 4050,35620,4392.000026,4462.869
36059405100,NY,Nassau County,Census Tract 4051,35620,6715.999967,5068.242
36059405200,NY,Nassau County,Census Tract 4052,35620,4611.000009,4327.239
36059405301,NY,Nassau County,Census Tract 4053.01,35620,3933.007846,4742.928
36059405302,NY,Nassau County,Census Tract 4053.02,35620,4225.992433,4742.929
36059405400,NY,Nassau County,Census Tract 4054,35620,8004.999965,4526.335
36059405500,NY,Nassau County,Census Tract 4055,35620,3464.000032,4492.864
36059405600,NY,Nassau County,Census Tract 4056,35620,7421.999999,5266.1
36059405700,NY,Nassau County,Census Tract 4057,35620,5583.999987,5643.558
36059405800,NY,Nassau County,Census Tract 4058,35620,4598.932839,5880.688
36059405900,NY,Nassau County,Census Tract 4059,35620,5590.000003,7168.25
36059406001,NY,Nassau County,Census Tract 4060.01,35620,4921.691461,5589.366
36059406002,NY,Nassau County,Census Tract 4060.02,35620,3390.309026,5589.366
36059406100,NY,Nassau County,Census Tract 4061,35620,3038.000066,5271.353
36059406201,NY,Nassau County,Census Tract 4062.01,35620,3089.113096,5064.428
36059406202,NY,Nassau County,Census Tract 4062.02,35620,5653.125675,3977.973
36059406300,NY,Nassau County,Census Tract 4063,35620,4311.741973,7105.647
36059406400,NY,Nassau County,Census Tract 4064,35620,6871.277904,9726.511
36059406501,NY,Nassau County,Census Tract 4065.01,35620,8402.408437,7776.951
36059406600,NY,Nassau County,Census Tract 4066,35620,6173.000006,9916.119
36059406701,NY,Nassau County,Census Tract 4067.01,35620,2550.965461,6795.343
36059406702,NY,Nassau County,Census Tract 4067.02,35620,3711.99622,6795.343
36059406801,NY,Nassau County,Census Tract 4068.01,35620,2362.722903,5099.367
36059406802,NY,Nassau County,Census Tract 4068.02,35620,2272.277079,5099.368
36059406900,NY,Nassau County,Census Tract 4069,35620,5538.474405,4125.54
36059407000,NY,Nassau County,Census Tract 4070,35620,5859.022621,3652.079
36059407101,NY,Nassau County,Census Tract 4071.01,35620,4206.624899,4183.555
36059407102,NY,Nassau County,Census Tract 4071.02,35620,4828.092378,5161.887
36059407201,NY,Nassau County,Census Tract 4072.01,35620,2266.999574,5576.601
36059407203,NY,Nassau County,Census Tract 4072.03,35620,2025.200348,5573.438
36059407204,NY,Nassau County,Census Tract 4072.04,35620,3643.253538,5573.438
36059407301,NY,Nassau County,Census Tract 4073.01,35620,2625.55305,2181.678
36059407302,NY,Nassau County,Census Tract 4073.02,35620,5310.701856,4658.312
36059407401,NY,Nassau County,Census Tract 4074.01,35620,4588.115435,6634.958
36059407402,NY,Nassau County,Census Tract 4074.02,35620,3230.443594,6630.65
36059407501,NY,Nassau County,Census Tract 4075.01,35620,4796.81207,4614.708
36059407502,NY,Nassau County,Census Tract 4075.02,35620,4069.18822,4614.709
36059407600,NY,Nassau County,Census Tract 4076,35620,7012.000026,8585.282
36059407700,NY,Nassau County,Census Tract 4077,35620,6224.00002,5203.182
36059407801,NY,Nassau County,Census Tract 4078.01,35620,6104.456204,5077.648
36059407802,NY,Nassau County,Census Tract 4078.02,35620,1584.543517,5077.648
36059407900,NY,Nassau County,Census Tract 4079,35620,5439.286046,6552.632
36059408000,NY,Nassau County,Census Tract 4080,35620,7967.999994,5645.838
36059408100,NY,Nassau County,Census Tract 4081,35620,7756.999949,5449.901
36059408200,NY,Nassau County,Census Tract 4082,35620,7583.999958,4802.561
36059408300,NY,Nassau County,Census Tract 4083,35620,8422.00001,4737.526
36059408400,NY,Nassau County,Census Tract 4084,35620,4363.000007,5670.021
36059408500,NY,Nassau County,Census Tract 4085,35620,7641.77672,5362.92
36059408600,NY,Nassau County,Census Tract 4086,35620,5713.05577,4973.24
36059408700,NY,Nassau County,Census Tract 4087,35620,5802.944279,4927.269
36059408800,NY,Nassau County,Census Tract 4088,35620,8431.660065,4922.218
36059408900,NY,Nassau County,Census Tract 4089,35620,7187.000009,4517.911
36059409000,NY,Nassau County,Census Tract 4090,35620,7331.857232,4558.088
36059409100,NY,Nassau County,Census Tract 4091,35620,6756.999994,4666.15
36059409200,NY,Nassau County,Census Tract 4092,35620,7995.999978,4709.151
36059409300,NY,Nassau County,Census Tract 4093,35620,5970.999978,4982.468
36059409400,NY,Nassau County,Census Tract 4094,35620,5534.999985,5816.214
36059409500,NY,Nassau County,Census Tract 4095,35620,5535.586113,4793.188
36059409600,NY,Nassau County,Census Tract 4096,35620,6589.000032,5471.783
36059409700,NY,Nassau County,Census Tract 4097,35620,5190.000021,5831.191
36059409800,NY,Nassau County,Census Tract 4098,35620,4347.559927,5675.987
36059409900,NY,Nassau County,Census Tract 4099,35620,6665.914262,5893.845
36059410000,NY,Nassau County,Census Tract 4100,35620,3175.080378,6825.496
36059410100,NY,Nassau County,Census Tract 4101,35620,6870.000011,6741.187
36059410200,NY,Nassau County,Census Tract 4102,35620,4214.999977,5981.973
36059410300,NY,Nassau County,Census Tract 4103,35620,6682.445377,4888.644
36059410400,NY,Nassau County,Census Tract 4104,35620,5049.454654,4954.374
36059410500,NY,Nassau County,Census Tract 4105,35620,7058.999994,5009.587
36059410600,NY,Nassau County,Census Tract 4106,35620,8306.99993,5658.966
36059410700,NY,Nassau County,Census Tract 4107,35620,6593.230052,5270.473
36059410800,NY,Nassau County,Census Tract 4108,35620,6303.279358,5787.373
36059410900,NY,Nassau County,Census Tract 4109,35620,6540.105516,7547.751
36059411000,NY,Nassau County,Census Tract 4110,35620,5377.981949,4334.502
36059411100,NY,Nassau County,Census Tract 4111,35620,3807.000001,3269.752
36059411200,NY,Nassau County,Census Tract 4112,35620,7528.205614,6731.023
36059411301,NY,Nassau County,Census Tract 4113.01,35620,5327.428002,9451.453
36059411302,NY,Nassau County,Census Tract 4113.02,35620,8082.92392,9649.758
36059411400,NY,Nassau County,Census Tract 4114,35620,7452.929625,8405.624
36059411500,NY,Nassau County,Census Tract 4115,35620,3440.333843,18295.38
36059411600,NY,Nassau County,Census Tract 4116,35620,6372.000033,11677.05
36059411700,NY,Nassau County,Census Tract 4117,35620,7145.836829,7076.705
36059411800,NY,Nassau County,Census Tract 4118,35620,7941.252733,5567.734
36059411901,NY,Nassau County,Census Tract 4119.01,35620,4753.637927,6064.788
36059411902,NY,Nassau County,Census Tract 4119.02,35620,4577.646347,6070.309
36059412000,NY,Nassau County,Census Tract 4120,35620,7261.363371,5053.291
36059412100,NY,Nassau County,Census Tract 4121,35620,6190.502092,6268.963
36059412200,NY,Nassau County,Census Tract 4122,35620,6067.24165,5908.118
36059412301,NY,Nassau County,Census Tract 4123.01,35620,4453.899438,5495.392
36059412302,NY,Nassau County,Census Tract 4123.02,35620,4004.859767,5493.995
36059412400,NY,Nassau County,Census Tract 4124,35620,5484.097026,5605.392
36059412500,NY,Nassau County,Census Tract 4125,35620,4407.999965,7021.688
36059412600,NY,Nassau County,Census Tract 4126,35620,4385.874324,13111.16
36059412700,NY,Nassau County,Census Tract 4127,35620,4398.753921,8992.843
36059412800,NY,Nassau County,Census Tract 4128,35620,2875.260053,6085.375
36059412900,NY,Nassau County,Census Tract 4129,35620,5652.999967,5931.255
36059413001,NY,Nassau County,Census Tract 4130.01,35620,4756.527246,5031.562
36059413002,NY,Nassau County,Census Tract 4130.02,35620,5861.254456,5358.862
36059413100,NY,Nassau County,Census Tract 4131,35620,5169.757787,5924.043
36059413200,NY,Nassau County,Census Tract 4132,35620,5660.487713,6023.788
36059413300,NY,Nassau County,Census Tract 4133,35620,7126.984664,6019.579
36059413400,NY,Nassau County,Census Tract 4134,35620,6287.992152,6913.683
36059413500,NY,Nassau County,Census Tract 4135,35620,7636.246038,6264.244
36059413600,NY,Nassau County,Census Tract 4136,35620,6511.902972,5434.99
36059413700,NY,Nassau County,Census Tract 4137,35620,5825.538085,5680.535
36059413803,NY,Nassau County,Census Tract 4138.03,35620,5123.545195,6350.247
36059413804,NY,Nassau County,Census Tract 4138.04,35620,3698.454514,6350.248
36059413900,NY,Nassau County,Census Tract 4139,35620,6917.999985,4266.849
36059414001,NY,Nassau County,Census Tract 4140.01,35620,4060.104625,4331.285
36059414002,NY,Nassau County,Census Tract 4140.02,35620,4139.141686,4331.285
36059414100,NY,Nassau County,Census Tract 4141,35620,6319.999972,6204.349
36059414201,NY,Nassau County,Census Tract 4142.01,35620,4138.043855,6086.436
36059414202,NY,Nassau County,Census Tract 4142.02,35620,3371.956139,6086.436
36059414301,NY,Nassau County,Census Tract 4143.01,35620,2406.999982,5484.639
36059414303,NY,Nassau County,Census Tract 4143.03,35620,3904.934391,5404.821
36059414304,NY,Nassau County,Census Tract 4143.04,35620,3759.065577,5404.82
36059414400,NY,Nassau County,Census Tract 4144,35620,5741.999979,4512.503
36059414501,NY,Nassau County,Census Tract 4145.01,35620,5856.000018,5732.761
36059414502,NY,Nassau County,Census Tract 4145.02,35620,4695.000047,5297.788
36059414600,NY,Nassau County,Census Tract 4146,35620,4606.641721,5900.432
36059414700,NY,Nassau County,Census Tract 4147,35620,4995.111922,5715.933
36059414800,NY,Nassau County,Census Tract 4148,35620,6893.223252,5236.865
36059414900,NY,Nassau County,Census Tract 4149,35620,8842.000087,5629.91
36059415000,NY,Nassau County,Census Tract 4150,35620,6332.999974,5066.674
36059415101,NY,Nassau County,Census Tract 4151.01,35620,3364.999975,6227.932
36059415102,NY,Nassau County,Census Tract 4151.02,35620,6256.999993,9228.091
36059415201,NY,Nassau County,Census Tract 4152.01,35620,4137.675156,8236.921
36059415202,NY,Nassau County,Census Tract 4152.02,35620,4841.000031,8075.437
36059415300,NY,Nassau County,Census Tract 4153,35620,6271.324874,5031.016
36059415401,NY,Nassau County,Census Tract 4154.01,35620,7460.427667,5424.918
36059415402,NY,Nassau County,Census Tract 4154.02,35620,5114.500195,6454.313
36059415500,NY,Nassau County,Census Tract 4155,35620,3428.82139,5525.851
36059415600,NY,Nassau County,Census Tract 4156,35620,5752.999879,6025.393
36059415700,NY,Nassau County,Census Tract 4157,35620,6611.112996,5536.487
36059415802,NY,Nassau County,Census Tract 4158.02,35620,9184.000172,6178.092
36059416000,NY,Nassau County,Census Tract 4160,35620,5106.999992,5175.196
36059416100,NY,Nassau County,Census Tract 4161,35620,6905.587093,5010.143
36059416201,NY,Nassau County,Census Tract 4162.01,35620,3570.345586,5577.507
36059416202,NY,Nassau County,Census Tract 4162.02,35620,4604.000022,4295.652
36059416300,NY,Nassau County,Census Tract 4163,35620,3594.999978,7666.814
36059416401,NY,Nassau County,Census Tract 4164.01,35620,3060.212025,4823.872
36059416402,NY,Nassau County,Census Tract 4164.02,35620,2524.788031,4823.872
36059416500,NY,Nassau County,Census Tract 4165,35620,4928.000011,4383.665
36059416600,NY,Nassau County,Census Tract 4166,35620,6510.000018,4830.807
36059416701,NY,Nassau County,Census Tract 4167.01,35620,6395.820283,5941.458
36059416702,NY,Nassau County,Census Tract 4167.02,35620,2919.179717,5941.458
36059416801,NY,Nassau County,Census Tract 4168.01,35620,2087.809566,7098.566
36059416802,NY,Nassau County,Census Tract 4168.02,35620,3934.190403,7098.567
36059416900,NY,Nassau County,Census Tract 4169,35620,4701.625238,8156.707
36059517000,NY,Nassau County,Census Tract 5170,35620,3604.580145,8425.767
36059517101,NY,Nassau County,Census Tract 5171.01,35620,4579.884962,5477.325
36059517102,NY,Nassau County,Census Tract 5171.02,35620,2948.720715,5485.079
36059517200,NY,Nassau County,Census Tract 5172,35620,6086.362643,4742.777
36059517301,NY,Nassau County,Census Tract 5173.01,35620,4280.018698,5741.056
36059517302,NY,Nassau County,Census Tract 5173.02,35620,4210.264945,5741.086
36059517400,NY,Nassau County,Census Tract 5174,35620,5616.451156,6145.061
36059517500,NY,Nassau County,Census Tract 5175,35620,3171.584694,8575.893
36059517600,NY,Nassau County,Census Tract 5176,35620,3977.717116,6175.678
36059517701,NY,Nassau County,Census Tract 5177.01,35620,5550.679306,13865.6
36059517705,NY,Nassau County,Census Tract 5177.05,35620,2759.281728,7743.069
36059517801,NY,Nassau County,Census Tract 5178.01,35620,3619.000017,13147.64
36059517802,NY,Nassau County,Census Tract 5178.02,35620,4512.999952,6148.653
36059517901,NY,Nassau County,Census Tract 5179.01,35620,2586.052368,7382.356
36059517902,NY,Nassau County,Census Tract 5179.02,35620,3501.947991,7382.356
36059518000,NY,Nassau County,Census Tract 5180,35620,6041.959894,6023.435
36059518100,NY,Nassau County,Census Tract 5181,35620,3488.261905,8008.108
36059518201,NY,Nassau County,Census Tract 5182.01,35620,2993.028714,12832.41
36059518203,NY,Nassau County,Census Tract 5182.03,35620,2479.629897,9023.832
36059518204,NY,Nassau County,Census Tract 5182.04,35620,2180.744252,9023.831
36059518300,NY,Nassau County,Census Tract 5183,35620,5899.490995,7469.712
36059518400,NY,Nassau County,Census Tract 5184,35620,4011.625666,6322.458
36059518501,NY,Nassau County,Census Tract 5185.01,35620,5737.541117,7800.349
36059518502,NY,Nassau County,Census Tract 5185.02,35620,3192.615556,6077.651
36059518600,NY,Nassau County,Census Tract 5186,35620,5155.319195,7905.364
36059518700,NY,Nassau County,Census Tract 5187,35620,7543.615104,6644.304
36059518800,NY,Nassau County,Census Tract 5188,35620,4180.266485,6877.382
36059518900,NY,Nassau County,Census Tract 5189,35620,7460.597333,5054.663
36059519000,NY,Nassau County,Census Tract 5190,35620,7254.000019,5109.782
36059519100,NY,Nassau County,Census Tract 5191,35620,7970.999992,4908.198
36059519200,NY,Nassau County,Census Tract 5192,35620,7493.216767,4821.713
36059519300,NY,Nassau County,Census Tract 5193,35620,5770.570724,5146.652
36059519400,NY,Nassau County,Census Tract 5194,35620,5562.894348,5156.149
36059519500,NY,Nassau County,Census Tract 5195,35620,7570.839142,5201.472
36059519601,NY,Nassau County,Census Tract 5196.01,35620,5380.999998,4997.742
36059519602,NY,Nassau County,Census Tract 5196.02,35620,3298,6307.723
36059519702,NY,Nassau County,Census Tract 5197.02,35620,6119.999954,7158.688
36059519703,NY,Nassau County,Census Tract 5197.03,35620,4376.999969,6687.658
36059519704,NY,Nassau County,Census Tract 5197.04,35620,4818.000123,5585.531
36059519801,NY,Nassau County,Census Tract 5198.01,35620,2210.288534,5604.803
36059519802,NY,Nassau County,Census Tract 5198.02,35620,6273.000051,5600.093
36059519900,NY,Nassau County,Census Tract 5199,35620,6455.783561,5361.895
36059520001,NY,Nassau County,Census Tract 5200.01,35620,7675.827771,4759.537
36059520002,NY,Nassau County,Census Tract 5200.02,35620,4397.000023,5255.08
36059520100,NY,Nassau County,Census Tract 5201,35620,7265.808501,6599.113
36059520200,NY,Nassau County,Census Tract 5202,35620,4139.546863,5298.023
36059520300,NY,Nassau County,Census Tract 5203,35620,6777.533475,4939.952
36059520401,NY,Nassau County,Census Tract 5204.01,35620,5068.823278,5400.596
36059520402,NY,Nassau County,Census Tract 5204.02,35620,4314.347009,5402.942
36059520501,NY,Nassau County,Census Tract 5205.01,35620,5199.000019,4774.505
36059520502,NY,Nassau County,Census Tract 5205.02,35620,7324.572474,4947.094
36059520600,NY,Nassau County,Census Tract 5206,35620,8450.394528,5024.279
36059520700,NY,Nassau County,Census Tract 5207,35620,5921.999996,5407.891
36059520800,NY,Nassau County,Census Tract 5208,35620,5185.850673,5096.456
36059520900,NY,Nassau County,Census Tract 5209,35620,5803.264249,5409.773
36059521000,NY,Nassau County,Census Tract 5210,35620,7101.000013,4709.728
36059521100,NY,Nassau County,Census Tract 5211,35620,5965.639453,5171.063
36059521200,NY,Nassau County,Census Tract 5212,35620,3242.99999,5138.228
36059521301,NY,Nassau County,Census Tract 5213.01,35620,2543.999923,5387.912
36059521302,NY,Nassau County,Census Tract 5213.02,35620,6875.74658,5654.607
36059521400,NY,Nassau County,Census Tract 5214,35620,7543.999992,7049.544
36059521500,NY,Nassau County,Census Tract 5215,35620,6694.129581,5192.018
36059521601,NY,Nassau County,Census Tract 5216.01,35620,5745.000004,5157.327
36059521602,NY,Nassau County,Census Tract 5216.02,35620,5202.000023,4713.732
36059521700,NY,Nassau County,Census Tract 5217,35620,4972.999956,6811.134
36059521801,NY,Nassau County,Census Tract 5218.01,35620,5009.088034,5860.606
36059521802,NY,Nassau County,Census Tract 5218.02,35620,5189.017167,4908.158
36059521902,NY,Nassau County,Census Tract 5219.02,35620,5751.999996,6783.885
36059522000,NY,Nassau County,Census Tract 5220,35620,6091.944146,5048.972
36059522700,NY,Nassau County,Census Tract 5227,35620,5956.360539,5476.586
36059980100,NY,Nassau County,Census Tract 9801,35620,6.556389636,7776.951
36059981100,NY,Nassau County,Census Tract 9811,35620,224.2952576,7714.784
36059982100,NY,Nassau County,Census Tract 9821,35620,0.599238967,12258.84
36061000201,NY,New York County,Census Tract 2.01,35620,2658.999979,2710.585
36061000202,NY,New York County,Census Tract 2.02,35620,9268.591316,3772.501
36061000500,NY,New York County,Census Tract 5,35620,3764,3739.031
36061000600,NY,New York County,Census Tract 6,35620,7369.999962,2608.953
36061000700,NY,New York County,Census Tract 7,35620, ,0
36061000800,NY,New York County,Census Tract 8,35620,10075.00005,3394.627
36061000900,NY,New York County,Census Tract 9,35620, ,0
36061001001,NY,New York County,Census Tract 10.01,35620,3091.505329,4015.684
36061001002,NY,New York County,Census Tract 10.02,35620,6260.901948,2438.123
36061001200,NY,New York County,Census Tract 12,35620,4654.842672,3805.626
36061001300,NY,New York County,Census Tract 13,35620, ,5063.71
36061001401,NY,New York County,Census Tract 14.01,35620,4614.000042,4423.961
36061001402,NY,New York County,Census Tract 14.02,35620,2299.999972,2528.713
36061001501,NY,New York County,Census Tract 15.01,35620,631.076984,2129.861
36061001502,NY,New York County,Census Tract 15.02,35620, ,0
36061001600,NY,New York County,Census Tract 16,35620,6494.999975,2900.03
36061001800,NY,New York County,Census Tract 18,35620,6866.000016,2702.989
36061002000,NY,New York County,Census Tract 20,35620,7612.082181,2345.407
36061002100,NY,New York County,Census Tract 21,35620, ,4339.334
36061002201,NY,New York County,Census Tract 22.01,35620,7711.156507,3453.431
36061002202,NY,New York County,Census Tract 22.02,35620,2638,2832.225
36061002400,NY,New York County,Census Tract 24,35620,6137.92066,2449.128
36061002500,NY,New York County,Census Tract 25,35620,6164.000092,2301.898
36061002601,NY,New York County,Census Tract 26.01,35620,6276.999953,2602.063
36061002602,NY,New York County,Census Tract 26.02,35620,7334.999836,3002.883
36061002700,NY,New York County,Census Tract 27,35620,2015.000009,5541.926
36061002800,NY,New York County,Census Tract 28,35620,8964.000101,3313.444
36061002900,NY,New York County,Census Tract 29,35620,9127.922938,2917.895
36061003001,NY,New York County,Census Tract 30.01,35620,5466.000041,2645.828
36061003002,NY,New York County,Census Tract 30.02,35620,3402.999986,3644.82
36061003100,NY,New York County,Census Tract 31,35620,135.0000011,5440.187
36061003200,NY,New York County,Census Tract 32,35620,10029.00015,4015.404
36061003300,NY,New York County,Census Tract 33,35620,105.0000001,5279.464
36061003400,NY,New York County,Census Tract 34,35620,9688.999928,3285.895
36061003601,NY,New York County,Census Tract 36.01,35620,3574.000108,2748.349
36061003602,NY,New York County,Census Tract 36.02,35620,3456.999974,2940.103
36061003700,NY,New York County,Census Tract 37,35620,2436.999987,6447.469
36061003800,NY,New York County,Census Tract 38,35620,11025.00006,4026.532
36061003900,NY,New York County,Census Tract 39,35620,237.999998,3880.634
36061004000,NY,New York County,Census Tract 40,35620,8000.999985,4653.181
36061004100,NY,New York County,Census Tract 41,35620,8338.999992,2703.979
36061004200,NY,New York County,Census Tract 42,35620,1357.00002,8148.91
36061004300,NY,New York County,Census Tract 43,35620,5046.000035,3106.793
36061004400,NY,New York County,Census Tract 44,35620,14227.78458,7279.681
36061004500,NY,New York County,Census Tract 45,35620,323.9999995,3123.671
36061004700,NY,New York County,Census Tract 47,35620,2469.999967,4361.118
36061004800,NY,New York County,Census Tract 48,35620,6413.000064,7150.226
36061004900,NY,New York County,Census Tract 49,35620,3733,4665.627
36061005000,NY,New York County,Census Tract 50,35620,4443.51807,9670.599
36061005200,NY,New York County,Census Tract 52,35620,1120.481754,10243.32
36061005400,NY,New York County,Census Tract 54,35620,2697.999987,9012.564
36061005501,NY,New York County,Census Tract 55.01,35620,4240.000041,10115.65
36061005502,NY,New York County,Census Tract 55.02,35620,609.9999986,3627.962
36061005600,NY,New York County,Census Tract 56,35620,935.9999808,5462.201
36061005700,NY,New York County,Census Tract 57,35620,1611.000048,16918.52
36061005800,NY,New York County,Census Tract 58,35620,246.0000014,6218.53
36061005900,NY,New York County,Census Tract 59,35620,5728.000011,11407.94
36061006000,NY,New York County,Census Tract 60,35620,6094.137609,11456.88
36061006100,NY,New York County,Census Tract 61,35620,3321.000004,7952.518
36061006200,NY,New York County,Census Tract 62,35620,7414.980932,7336.931
36061006300,NY,New York County,Census Tract 63,35620,7065.000053,11385.77
36061006400,NY,New York County,Census Tract 64,35620,5246,8936.191
36061006500,NY,New York County,Census Tract 65,35620,5955.000084,4932.167
36061006600,NY,New York County,Census Tract 66,35620,8753.999788,6197.153
36061006700,NY,New York County,Census Tract 67,35620,6159.999993,5603.534
36061006800,NY,New York County,Census Tract 68,35620,4423.999971,9694.005
36061006900,NY,New York County,Census Tract 69,35620,384.9999986,4002.262
36061007000,NY,New York County,Census Tract 70,35620,6847.000051,9535.558
36061007100,NY,New York County,Census Tract 71,35620,7109.999957,7444.645
36061007200,NY,New York County,Census Tract 72,35620,5168.999981,8187.266
36061007300,NY,New York County,Census Tract 73,35620,7429.00005,6774.261
36061007400,NY,New York County,Census Tract 74,35620,2914.000011,7161.028
36061007500,NY,New York County,Census Tract 75,35620,2327.409207,6833.17
36061007600,NY,New York County,Census Tract 76,35620,1577.999993,4461.247
36061007700,NY,New York County,Census Tract 77,35620,6322.999984,7689.679
36061007800,NY,New York County,Census Tract 78,35620,4533.000006,10336.66
36061007900,NY,New York County,Census Tract 79,35620,3257.207692,7258.475
36061008000,NY,New York County,Census Tract 80,35620,5624.000011,11458.11
36061008100,NY,New York County,Census Tract 81,35620,6605.999926,6249.667
36061008200,NY,New York County,Census Tract 82,35620,2609.999919,15074.18
36061008300,NY,New York County,Census Tract 83,35620,4437.999932,3585.805
36061008400,NY,New York County,Census Tract 84,35620,299.9999966,6293.041
36061008601,NY,New York County,Census Tract 86.01,35620,2041.149408,17022.88
36061008602,NY,New York County,Census Tract 86.02,35620,41.52009296,17037.92
36061008603,NY,New York County,Census Tract 86.03,35620,3499.692807,17037.92
36061008700,NY,New York County,Census Tract 87,35620,5010.999972,6301.303
36061008800,NY,New York County,Census Tract 88,35620,6616.999964,10174.29
36061008900,NY,New York County,Census Tract 89,35620,6267.999942,5648.799
36061009000,NY,New York County,Census Tract 90,35620,4773.000031,11684.78
36061009100,NY,New York County,Census Tract 91,35620,2393.999982,5738.936
36061009200,NY,New York County,Census Tract 92,35620,1462.768159,7929.335
36061009300,NY,New York County,Census Tract 93,35620,10497.00018,6631.251
36061009400,NY,New York County,Census Tract 94,35620,199.2318437,9345.967
36061009500,NY,New York County,Census Tract 95,35620,984.0000181,2562.153
36061009600,NY,New York County,Census Tract 96,35620,538.000013,8280.218
36061009700,NY,New York County,Census Tract 97,35620,5191.999898,5469.317
36061009800,NY,New York County,Census Tract 98,35620,7139.000027,9957.338
36061009900,NY,New York County,Census Tract 99,35620,801.9660156,2863.12
36061010000,NY,New York County,Census Tract 100,35620,2282.000013,10254.75
36061010100,NY,New York County,Census Tract 101,35620,105.0000016,12401.29
36061010200,NY,New York County,Census Tract 102,35620,386.9999984,9283.955
36061010300,NY,New York County,Census Tract 103,35620,1555.000045,5840.463
36061010400,NY,New York County,Census Tract 104,35620,1013.999977,14163.4
36061010601,NY,New York County,Census Tract 106.01,35620,8244.73397,18397.25
36061010602,NY,New York County,Census Tract 106.02,35620,3194.836989,11785.89
36061010800,NY,New York County,Census Tract 108,35620,7569.999929,12836.54
36061010900,NY,New York County,Census Tract 109,35620,484.9999982,6420.833
36061011000,NY,New York County,Census Tract 110,35620,6789.999861,12050.39
36061011100,NY,New York County,Census Tract 111,35620,3420.000045,4136.462
36061011201,NY,New York County,Census Tract 112.01,35620,1057.000001,21709.61
36061011202,NY,New York County,Census Tract 112.02,35620,792.9999989,41860.62
36061011203,NY,New York County,Census Tract 112.03,35620,1396.999979,14048.44
36061011300,NY,New York County,Census Tract 113,35620,138.9999977,5134.483
36061011401,NY,New York County,Census Tract 114.01,35620,1556.000017,20682.66
36061011402,NY,New York County,Census Tract 114.02,35620,2727.99998,15657.29
36061011500,NY,New York County,Census Tract 115,35620,1578.000015,3611.315
36061011600,NY,New York County,Census Tract 116,35620,5328.162911,7649.73
36061011700,NY,New York County,Census Tract 117,35620,436.4171218,3050
36061011800,NY,New York County,Census Tract 118,35620,9184.999863,13575.57
36061011900,NY,New York County,Census Tract 119,35620,1232.000009,6019.259
36061012000,NY,New York County,Census Tract 120,35620,4368.999967,21219.85
36061012100,NY,New York County,Census Tract 121,35620,5255,4712.182
36061012200,NY,New York County,Census Tract 122,35620,5253.999941,19847.03
36061012400,NY,New York County,Census Tract 124,35620,6474.000072,7843.256
36061012500,NY,New York County,Census Tract 125,35620,1468.000036,5767.987
36061012600,NY,New York County,Census Tract 126,35620,13825.99995,11527.99
36061012700,NY,New York County,Census Tract 127,35620,8736.999935,3936.199
36061012800,NY,New York County,Census Tract 128,35620,8247.000014,18304.36
36061012900,NY,New York County,Census Tract 129,35620,2510.999971,3411.19
36061013000,NY,New York County,Census Tract 130,35620,6138.999977,20701.54
36061013100,NY,New York County,Census Tract 131,35620,1295.000017,10829.15
36061013200,NY,New York County,Census Tract 132,35620,9921.000185,8443.761
36061013300,NY,New York County,Census Tract 133,35620,5188.999961,4003.04
36061013400,NY,New York County,Census Tract 134,35620,10377.99983,8888.477
36061013500,NY,New York County,Census Tract 135,35620,1783.000012,3405.827
36061013600,NY,New York County,Census Tract 136,35620,16041.00018,10444.58
36061013700,NY,New York County,Census Tract 137,35620,6171.654806,12995.24
36061013800,NY,New York County,Census Tract 138,35620,12097.00005,7907.906
36061013900,NY,New York County,Census Tract 139,35620,9001.000034,6932.029
36061014000,NY,New York County,Census Tract 140,35620,8007.99994,15700.36
36061014200,NY,New York County,Census Tract 142,35620,6606.000025,20553.7
36061014401,NY,New York County,Census Tract 144.01,35620,5223.000156,12204.52
36061014402,NY,New York County,Census Tract 144.02,35620,5762.000023,10660
36061014500,NY,New York County,Census Tract 145,35620,2092.345082,11915.87
36061014601,NY,New York County,Census Tract 146.01,35620,3137.999953,6427.053
36061014602,NY,New York County,Census Tract 146.02,35620,6396.999881,7061.264
36061014700,NY,New York County,Census Tract 147,35620,307.9999957,3044.841
36061014801,NY,New York County,Census Tract 148.01,35620,2386,12614.69
36061014802,NY,New York County,Census Tract 148.02,35620,6779.999924,11353.08
36061014900,NY,New York County,Census Tract 149,35620,2037.000076,10334.62
